ep,stage,done_reason,action_repeat,hits,crash,return,steps,avg_steps_per_hit,med_steps_per_hit,epsilon,alpha,q_mean,q_std,q_min,q_max,r_hit,r_progress,progress_steps,r_step,r_near_boundary,r_oob,r_stagnate,mean_return_per_step,vx_bin_counts,vy_bin_counts,theta_bin_counts,omega_bin_counts,near_vx_bin_counts,near_vy_bin_counts,near_theta_bin_counts,near_omega_bin_counts,vx_abs_p90,vy_abs_p90,theta_abs_p90,omega_abs_p90,near_omega_abs_p90
1260,0,max_steps,1,0,0,1.2185368679995743,2500,,,0.5325078964365801,0.1,-0.004605575930327177,3.8785104751586914,-61.45558166503906,280.9625244140625,0.0,6.21853686799953,1028,-4.999999999999671,0.0,0.0,0.0,0.0004874147471998297,{1: 250},{1: 250},{1: 250},{1: 250},{},{},{},{},0.06917151123100541,0.04096827197626865,0.09791464201859074,0.11506672947836351,
1270,0,max_steps,1,0,0,10.671078443023676,2500,,,0.5298513396875991,0.1,-0.0033026314340531826,3.938815116882324,-65.16513061523438,286.53704833984375,0.0,15.671078443023967,1174,-4.999999999999671,0.0,0.0,0.0,0.004268431377209471,{1: 250},{1: 250},{1: 250},{1: 250},{},{},{},{},0.06810507292635169,0.042847358349607324,0.089626217830748,0.09740681599507485,
1280,0,max_steps,1,0,0,20.361482977504558,2500,,,0.5272080358759129,0.1,-0.0031828461214900017,3.8890879154205322,-65.16513061523438,279.6459655761719,0.0,25.361482977504288,1172,-4.999999999999671,0.0,0.0,0.0,0.008144593191001822,{1: 250},{1: 250},"{1: 241, 0: 9}",{1: 250},{},{},{},{},0.1001049335757197,0.04201319847617003,0.1321353243429684,0.13927871299249658,
1290,0,max_steps,1,0,0,2.3413371293344225,2500,,,0.5245779188857322,0.1,0.0015321671962738037,4.025442123413086,-66.10295104980469,275.22344970703125,0.0,7.341337129334146,610,-4.999999999999671,0.0,0.0,0.0,0.000936534851733769,{1: 250},{1: 250},{1: 250},{1: 250},{},{},{},{},0.04254764706079562,0.06889788233682728,0.06101174016455634,0.06713481425920247,
1300,0,max_steps,1,0,0,13.806447718982993,2500,,,0.5219609229311034,0.1,-0.0007969645084813237,3.969060182571411,-66.10295104980469,270.527099609375,0.0,18.806447718983556,1173,-4.999999999999671,0.0,0.0,0.0,0.005522579087593197,{1: 250},{1: 250},"{1: 241, 0: 9}",{1: 250},{1: 35},{1: 35},{1: 35},{1: 35},0.08280601113542342,0.02930971134519059,0.10852025440978451,0.13508872741163971,0.171751954461059
1310,0,max_steps,1,0,0,-21.848808435598663,2500,,,0.5193569825542639,0.1,0.000550301861949265,4.023559093475342,-67.61079406738281,297.91802978515625,0.0,15.05627869497757,1028,-4.999999999999671,-31.90508713057622,0.0,0.0,-0.008739523374239465,{1: 250},{1: 250},"{1: 243, 0: 7}",{1: 250},{},{},{},{},0.09225747906084276,0.039447991951707694,0.12887682707387937,0.16000969296294565,
1320,0,crash,1,0,1,-104.45438658030858,2308,,,0.5167660326240043,0.1,0.0012023084564134479,4.043804168701172,-68.00252532958984,275.946533203125,0.0,5.151009709744655,450,-4.615999999999714,-24.989396290053264,-80.0,0.0,-0.045257533180376334,{1: 230},{1: 230},"{1: 222, 0: 8}",{1: 230},{},{},{},{},0.10940684927578156,0.043344182468579046,0.12534312683861895,0.12573281931319724,
1330,0,max_steps,1,0,0,12.785072642927279,2500,,,0.5141880083340395,0.1,-0.0003242752281948924,4.005066394805908,-68.00252532958984,271.0827941894531,0.0,17.785072642927883,979,-4.999999999999671,0.0,0.0,0.0,0.005114029057170911,{1: 250},{1: 250},"{1: 244, 2: 6}",{1: 250},{},{},{},{},0.08016580665985926,0.05589932294156293,0.12125109473126172,0.13506654877691654,
1340,0,crash,1,1,1,397.3919449494251,2195,310.0,310.0,0.511622845201388,0.1,0.0012225639075040817,4.043332576751709,-67.06900024414062,304.63287353515625,500.0,26.35265422174921,1088,-4.387999999999739,-44.57270927232686,-80.0,0.0,0.181044166263975,{1: 219},{1: 219},"{1: 209, 2: 10}",{1: 219},{1: 11},{1: 11},{1: 11},{1: 11},0.11937853584572693,0.052822810991257615,0.1587582849350505,0.17016573118095626,0.14082822508141268
1350,0,max_steps,1,0,0,4.0286520470131215,2500,,,0.5090704790647583,0.1,0.000177602720214054,3.9342124462127686,-66.95024108886719,262.724609375,0.0,9.028652047012946,1189,-4.999999999999671,0.0,0.0,0.0,0.0016114608188052485,{1: 250},{1: 250},{1: 250},{1: 250},{},{},{},{},0.03767262525314378,0.056535784931590866,0.04744331328488962,0.04643308632245905,
1360,0,max_steps,1,0,0,0.8940604254033918,2500,,,0.5065308460829445,0.1,-0.0001755113189574331,3.8795266151428223,-66.52787017822266,252.5037078857422,0.0,5.894060425403383,1240,-4.999999999999671,0.0,0.0,0.0,0.0003576241701613567,{1: 250},{1: 250},{1: 250},{1: 250},{1: 28},{1: 28},{1: 28},{1: 28},0.030154519448558195,0.0448812854487934,0.04083022724708938,0.04089728858918865,0.03241511441199388
1370,0,max_steps,1,0,0,1.9732043432562392,2500,,,0.50400388273323,0.1,-0.0019275386584922671,3.857304811477661,-58.55119323730469,252.5037078857422,0.0,6.973204343256174,922,-4.999999999999671,0.0,0.0,0.0,0.0007892817373024957,{1: 250},{1: 250},{1: 250},{1: 250},{1: 45},{1: 45},{1: 45},{1: 45},0.029199819607417365,0.02505117633730693,0.04083874228876902,0.04560146529022201,0.02066078236875845
1380,0,max_steps,1,1,0,508.7202336886972,2500,371.0,371.0,0.5014895258097978,0.1,-0.0034821589943021536,3.8145558834075928,-58.5002326965332,266.099609375,500.0,23.966554773056863,1259,-4.997999999999672,-10.248321084392675,0.0,0.0,0.2034880934754789,{1: 250},{1: 250},"{1: 241, 0: 9}",{1: 250},{1: 10},{1: 10},{1: 10},{1: 10},0.1062218022970545,0.03575292096620667,0.13916554781353271,0.1641853324402788,0.11262166634991956
1390,0,crash,1,1,1,365.4121211788397,1605,351.0,351.0,0.49898771242214973,0.1,-0.0028166978154331446,3.8956711292266846,-61.55879592895508,275.91973876953125,500.0,19.722943890511395,658,-3.2079999999998683,-71.1028227116983,-80.0,0.0,0.22767110353821787,{1: 160},{1: 160},"{1: 142, 0: 18}",{1: 160},{1: 7},{1: 7},"{0: 3, 1: 4}",{1: 7},0.17433673178648257,0.05639194736238342,0.19841420599116016,0.18306190400160174,0.23821808334094977
1400,0,max_steps,1,0,0,7.505641627966651,2500,,,0.49649837999353363,0.1,-0.0037211799062788486,3.858734130859375,-62.57855987548828,251.0972900390625,0.0,12.50564162796642,966,-4.999999999999671,0.0,0.0,0.0,0.00300225665118666,{1: 250},{1: 250},{1: 250},{1: 250},{1: 57},{1: 57},{1: 57},{1: 57},0.06629224190767628,0.043918499555374635,0.0663805331519602,0.07570661077179776,0.06864157001563187
1410,0,max_steps,1,0,0,-4.163799243241884,2500,,,0.49402146625937815,0.1,-0.004244611598551273,3.882481813430786,-62.57855987548828,271.66204833984375,0.0,0.8362007567578544,426,-4.999999999999671,0.0,0.0,0.0,-0.0016655196972967538,{1: 250},{1: 250},{1: 250},{1: 250},{},{},{},{},0.032368232509431036,0.021113136046434413,0.036070181875076386,0.06722867427767552,
1420,0,max_steps,1,0,0,8.01652643187788,2500,,,0.49155690926573503,0.1,-0.0038856614846736193,3.947129726409912,-62.57855987548828,280.90521240234375,0.0,13.016526431878294,732,-4.999999999999671,0.0,0.0,0.0,0.003206610572751152,{1: 250},{1: 250},{1: 250},{1: 250},{1: 33},{1: 33},{1: 33},{1: 33},0.06122614331684143,0.06951370462208302,0.07828700203557813,0.07091779151392834,0.050525679534303
1430,0,max_steps,1,1,0,517.7798396944303,2500,1461.0,1461.0,0.48910464736773,0.1,0.0012575205182656646,4.115505695343018,-60.41028594970703,295.2177429199219,500.0,22.777839694423083,1875,-4.997999999999672,0.0,0.0,0.0,0.2071119358777721,{1: 250},{1: 250},{1: 250},{1: 250},{1: 48},{1: 48},{1: 48},{1: 48},0.05426842109490186,0.056375243873994514,0.07910980300014431,0.09036651040172786,0.08623195332564622
1440,0,max_steps,1,1,0,519.970924433112,2500,545.0,545.0,0.4866646192280205,0.1,0.0030650098342448473,4.121609210968018,-60.41028594970703,294.958251953125,500.0,24.96892443307013,1586,-4.997999999999672,0.0,0.0,0.0,0.2079883697732448,{1: 250},{1: 250},{1: 250},{1: 250},{1: 62},{1: 62},{1: 62},{1: 62},0.06726238988662588,0.04740786255344787,0.1048123165242076,0.12398373289759192,0.13588460179718706
1450,0,crash,1,0,1,-105.48850502175404,1712,,,0.4842367638152614,0.1,0.005337346810847521,4.067026138305664,-60.41028594970703,286.5048828125,0.0,12.553183048270682,820,-3.4239999999998445,-34.61768807002463,-80.0,0.0,-0.06161711741924885,{1: 171},{1: 171},{1: 171},{1: 171},{},{},{},{},0.06728960707501577,0.06251872154560642,0.10008080560422433,0.13097453043576493,
1460,0,crash,1,0,1,-85.7329254586811,2077,,,0.48182102040257857,0.1,0.005219436250627041,4.0212602615356445,-60.917694091796875,262.5633239746094,0.0,12.322358165202978,1053,-4.1539999999997645,-13.901283623883794,-80.0,0.0,-0.041277287173173374,{1: 207},{1: 207},"{1: 190, 0: 17}",{1: 207},{1: 2},{1: 2},{1: 2},{1: 2},0.1338481889302711,0.03727378740048078,0.17101394067136566,0.15788319262769068,0.15737303894695684
1470,0,max_steps,1,1,0,491.04996252191773,2500,272.0,272.0,0.4794173285660503,0.1,0.00429717730730772,4.03922700881958,-60.917694091796875,281.7323303222656,500.0,11.518845485365956,1420,-4.997999999999672,-15.470882963440083,0.0,0.0,0.1964199850087671,{1: 250},{1: 250},{1: 250},{1: 250},{1: 27},{1: 27},{1: 27},{1: 27},0.047819005529180725,0.04376514517432807,0.059289737792906444,0.06360671075397577,0.026306699375776097
1480,0,max_steps,1,0,0,6.102291546876779,2500,,,0.4770256281831953,0.1,0.00458395853638649,4.119852542877197,-61.42888641357422,285.82318115234375,0.0,11.71136050219255,1046,-4.999999999999671,-0.6090689553159108,0.0,0.0,0.0024409166187507113,{1: 250},{1: 250},"{1: 249, 0: 1}",{1: 250},{1: 11},{1: 11},{1: 11},{1: 11},0.12091655412596006,0.04740814618747336,0.13844265046086582,0.11406543023004186,0.1381708899958997
1490,0,crash,1,0,1,-106.63606924507206,1812,,,0.47464585943146953,0.1,0.004094044677913189,4.133244514465332,-61.75481414794922,295.8928527832031,0.0,8.640556471602547,531,-3.6239999999998225,-31.65262571667469,-80.0,0.0,-0.05884992783944375,{1: 181},{1: 181},"{1: 158, 0: 23}",{1: 181},{},{},{},{},0.13792995370290637,0.023937609080793076,0.1943700522665991,0.21332075873798073,
1500,0,crash,1,1,1,354.1037798571336,2212,1050.0,1050.0,0.4722779627867691,0.1,0.003514626994729042,4.1243815422058105,-63.16271209716797,289.155029296875,500.0,20.756345443042772,1567,-4.421999999999735,-82.2305655859185,-80.0,0.0,0.16008308311805317,{1: 221},{1: 221},{1: 221},{1: 221},{1: 22},{1: 22},{1: 22},{1: 22},0.054174392999087,0.05394573844301328,0.06861479171511431,0.07180436804584137,0.06056214291952454
1510,0,max_steps,1,0,0,-0.32119436178965544,2500,,,0.4699218790219424,0.1,0.0022393616382032633,4.0491204261779785,-63.744876861572266,265.4033508300781,0.0,4.678805638210337,1010,-4.999999999999671,0.0,0.0,0.0,-0.00012847774471586216,{1: 250},{1: 250},{1: 250},{1: 250},{},{},{},{},0.06052420038153307,0.034989112199912686,0.07987413074920648,0.09029695398450169,
1520,0,max_steps,1,0,0,1.0517476094760074,2500,,,0.4675775492053078,0.1,0.00023257255088537931,3.8792450428009033,-62.6729736328125,241.2320098876953,0.0,6.051747609475952,924,-4.999999999999671,0.0,0.0,0.0,0.00042069904379040296,{1: 250},{1: 250},{1: 250},{1: 250},{1: 160},{1: 160},{1: 160},{1: 160},0.042800700739000615,0.03842628559077379,0.05405559863337047,0.0589984455191261,0.06899030667991778
1530,0,max_steps,1,0,0,0.3303219960656032,2500,,,0.46524491469918006,0.1,-0.0014479715609923005,3.8363003730773926,-64.63956451416016,237.15467834472656,0.0,5.33032199606545,587,-4.999999999999671,0.0,0.0,0.0,0.00013212879842624127,{1: 250},{1: 250},{1: 250},{1: 250},{},{},{},{},0.06415150051406067,0.02234579357940405,0.07069816572580824,0.06167160102774924,
1540,0,max_steps,1,0,0,0.30259358407951953,2500,,,0.4629239171584037,0.1,-0.0012144955107942224,3.8021469116210938,-65.12259674072266,254.00546264648438,0.0,5.302593584079497,819,-4.999999999999671,0.0,0.0,0.0,0.00012103743363180782,{1: 250},{1: 250},{1: 250},{1: 250},{},{},{},{},0.05039872817529063,0.03185788600395489,0.05699055910112235,0.05177041820241823,
1550,0,max_steps,1,0,0,-84.39495603205235,2500,,,0.46061449852889347,0.1,-0.002805160591378808,3.774840831756592,-65.31047058105469,249.70314025878906,0.0,3.320669563922462,737,-4.999999999999671,-82.7156255959749,0.0,0.0,-0.03375798241282094,{1: 250},{1: 250},{1: 250},{1: 250},{},{},{},{},0.07014100562314855,0.03760931534122808,0.07606695191334142,0.056954335957841135,
1560,0,max_steps,1,0,0,0.3746389891989883,2500,,,0.4583166010461821,0.1,-0.0022898870520293713,3.805107831954956,-65.31047058105469,256.4454040527344,0.0,5.374638989198925,769,-4.999999999999671,0.0,0.0,0.0,0.0001498555956795953,{1: 250},{1: 250},{1: 250},{1: 250},{},{},{},{},0.044591968578760764,0.0281850803596268,0.06330573563421493,0.06553999528538394,
1570,0,max_steps,1,1,0,505.08169605646594,2500,237.0,237.0,0.45603016723397605,0.1,-0.0008188101928681135,3.8570690155029297,-65.00289916992188,263.7501525878906,500.0,16.065700464275537,1192,-4.997999999999672,-5.986004407797611,0.0,0.0,0.20203267842258638,{1: 250},{1: 250},"{1: 233, 2: 3, 0: 14}",{1: 250},{1: 10},{1: 10},{1: 10},{1: 10},0.10549187056996093,0.057115223967568816,0.1528767121181223,0.1894203621969723,0.11768368831318073
1580,0,max_steps,1,0,0,17.59223136303719,2500,,,0.4537551399027171,0.1,-0.0003043710021302104,3.864971399307251,-65.00289916992188,237.37127685546875,0.0,22.592231363036596,1338,-4.999999999999671,0.0,0.0,0.0,0.007036892545214876,{1: 250},{1: 250},"{1: 242, 0: 8}",{1: 250},{},{},{},{},0.07882128349651996,0.04443981127811936,0.10704171432745706,0.13828784159570742,
1590,0,crash,1,0,1,-145.05078040031574,2438,,,0.45149146214815256,0.1,-0.0009988285601139069,3.8376753330230713,-65.00289916992188,262.2495422363281,0.0,6.939811494704451,1155,-4.875999999999685,-67.11459189502035,-80.0,0.0,-0.05949580820357496,{1: 243},{1: 243},{1: 243},{1: 243},{1: 48},{1: 48},{1: 48},{1: 48},0.052383830217630344,0.0435720075534763,0.06574871833393675,0.054944953062542795,0.03802787520681035
1600,0,crash,1,1,1,423.7480556440516,1579,997.0,997.0,0.44923907734991153,0.1,0.0023642831947654486,3.9362070560455322,-64.65400695800781,269.4770202636719,500.0,20.688802850581727,680,-3.155999999999874,-13.78474720654891,-80.0,0.0,0.26836482308046333,{1: 157},{1: 157},"{1: 152, 0: 5}",{1: 157},{1: 12},{1: 12},{1: 12},{1: 12},0.11041147173036239,0.02930748958702063,0.13704626209613233,0.1509993986457931,0.10076280078454604
1610,0,max_steps,1,0,0,-4.189866818314088,2500,,,0.4469979291700889,0.1,0.0010746496263891459,3.8920176029205322,-64.65400695800781,242.02822875976562,0.0,0.8101331816856627,405,-4.999999999999671,0.0,0.0,0.0,-0.0016759467273256353,{1: 250},{1: 250},"{1: 237, 0: 13}",{1: 250},{},{},{},{},0.08278288364189523,0.030160080245921945,0.07432502166174478,0.12803046960023684,
1620,0,crash,1,0,1,-132.1715996852421,1674,,,0.44476796155183623,0.1,0.00036569705116562545,3.782309055328369,-62.19348907470703,249.35665893554688,0.0,5.785024133152709,399,-3.347999999999853,-54.60862381839479,-80.0,0.0,-0.07895555536752813,{1: 167},{1: 167},"{1: 156, 0: 11}",{1: 167},{},{},{},{},0.11965376937386059,0.07145793608264141,0.13276955371856833,0.15919196916582512,
1630,0,max_steps,1,0,0,5.699261603461905,2500,,,0.4425491187179594,0.1,0.0010171488393098116,3.734090566635132,-62.025421142578125,215.6725311279297,0.0,10.699261603461691,983,-4.999999999999671,0.0,0.0,0.0,0.002279704641384762,{1: 250},{1: 250},{1: 250},{1: 250},{1: 47},{1: 47},{1: 47},{1: 47},0.03908351984250525,0.041009572551797255,0.0592020685749387,0.07508005199560883,0.08897668155890427
1640,0,crash,1,0,1,-148.49402424491439,2197,,,0.4403413451695236,0.1,0.0028846825007349253,3.859013319015503,-61.71878433227539,255.78709411621094,0.0,9.767897170462575,607,-4.393999999999738,-73.86792141537698,-80.0,0.0,-0.06758945118111716,{1: 219},{1: 219},"{1: 201, 0: 18}",{1: 219},{},{},{},{},0.11005146642136408,0.04347905905285099,0.16397480720305277,0.14140000774291553,
1650,0,crash,1,0,1,-129.84946703496678,1854,,,0.4381445856844652,0.1,0.0013153672916814685,3.8186521530151367,-63.665531158447266,222.2548065185547,0.0,11.943059208590263,771,-3.7079999999998132,-58.08452624355683,-80.0,0.0,-0.0700374687351493,{1: 185},{1: 185},"{1: 167, 0: 16, 2: 2}",{1: 185},{},{},{},{},0.14461865789537573,0.04569959796123804,0.17766322004074947,0.21815720231658225,
1660,0,max_steps,1,0,0,9.799977736441974,2500,,,0.43595878531621046,0.1,0.004319397266954184,3.9124693870544434,-63.665531158447266,257.4898376464844,0.0,14.79997773644201,1481,-4.999999999999671,0.0,0.0,0.0,0.003919991094576789,{1: 250},{1: 250},{1: 250},{1: 250},{},{},{},{},0.033848848926562466,0.05997126709368794,0.050931902111630366,0.0624416877390511,
1670,0,max_steps,1,0,0,26.4942177192966,2500,,,0.4337838893923013,0.1,0.006839253939688206,3.979313611984253,-63.86333465576172,243.41175842285156,0.0,31.494217719295563,1126,-4.999999999999671,0.0,0.0,0.0,0.01059768708771864,{1: 250},{1: 250},"{1: 213, 0: 26, 2: 11}",{1: 250},{1: 56},{1: 56},"{1: 45, 0: 11}",{1: 56},0.1617103104623255,0.028260358773486094,0.19851956075907265,0.20566522575845195,0.22899425925305034
1680,0,max_steps,1,0,0,4.338669801929463,2500,,,0.43161984351302723,0.1,0.00472307950258255,3.901463508605957,-63.86333465576172,235.35296630859375,0.0,9.338669801929194,970,-4.999999999999671,0.0,0.0,0.0,0.001735467920771785,{1: 250},{1: 250},{1: 250},{1: 250},{1: 91},{1: 91},{1: 91},{1: 91},0.04065266559009508,0.049514366591871924,0.05403503195298563,0.05021951835299507,0.06200856537365515
1690,0,max_steps,1,0,0,2.370985193934988,2500,,,0.4294665935500658,0.1,0.0043945396319031715,3.855780839920044,-64.26728057861328,249.04359436035156,0.0,7.370985193934768,639,-4.999999999999671,0.0,0.0,0.0,0.0009483940775739953,{1: 250},{1: 250},"{1: 237, 0: 13}",{1: 250},{},{},{},{},0.0732469523492449,0.03459224927710886,0.07817730595754753,0.09351586572500617,
1700,0,max_steps,1,1,0,522.0664351378116,2500,762.0,762.0,0.4273240856451275,0.1,0.0045805033296346664,3.849693536758423,-65.2403335571289,237.9021759033203,500.0,27.06443513776696,1512,-4.997999999999672,0.0,0.0,0.0,0.20882657405512464,{1: 250},{1: 250},{1: 250},{1: 250},{1: 14},{1: 14},{1: 14},{1: 14},0.0919217073905477,0.06684502938232094,0.12137013531339551,0.1046531936815519,0.09817407246049178
1710,0,max_steps,1,0,0,-1.9492663753534327,2500,,,0.42519226620860967,0.1,0.003006031969562173,3.822476863861084,-65.2403335571289,220.22958374023438,0.0,7.852844994025125,899,-4.999999999999671,-4.802111369378873,0.0,0.0,-0.0007797065501413731,{1: 250},{1: 250},{1: 250},{1: 250},{1: 189},{1: 189},{1: 189},{1: 189},0.03310735768813384,0.032669386598497836,0.042623547121105464,0.05354680257565379,0.05483008175786782
1720,0,max_steps,1,0,0,16.169771999566475,2500,,,0.423071081918255,0.1,0.004662439692765474,3.8752918243408203,-65.2403335571289,228.40086364746094,0.0,36.46451360701104,1518,-4.999999999999671,-15.294741607445218,0.0,0.0,0.00646790879982659,{1: 250},{1: 250},"{1: 219, 0: 10, 2: 21}",{1: 250},{1: 20},{1: 20},"{1: 18, 0: 2}",{1: 20},0.1416329851626051,0.03601013981296837,0.19105804927768194,0.1849270648703094,0.2582167131266689
1730,0,crash,1,0,1,-106.42386391210226,1042,,,0.4209604797178188,0.1,0.005928968079388142,3.9209353923797607,-65.2403335571289,253.8925018310547,0.0,2.4066756809302006,191,-2.083999999999992,-26.746539593032466,-80.0,0.0,-0.10213422640316916,{1: 104},{1: 104},"{1: 98, 0: 6}",{1: 104},{},{},{},{},0.12918603687354094,0.07249409962894511,0.15964031974808876,0.17174929767030814,
1740,0,max_steps,1,0,0,0.5229233160037075,2500,,,0.4188604068157413,0.1,0.004691891372203827,3.895775318145752,-65.49130249023438,228.04420471191406,0.0,5.52292331600359,545,-4.999999999999671,0.0,0.0,0.0,0.00020916932640148298,{1: 250},{1: 250},{1: 250},{1: 250},{},{},{},{},0.08632885304717464,0.025175019966509223,0.09601980063946022,0.0655399567271347,
1750,0,max_steps,1,0,0,22.12261256578712,2500,,,0.41677081068382765,0.1,0.005741278175264597,3.9085044860839844,-65.49130249023438,248.30667114257812,0.0,27.1226125657874,1317,-4.999999999999671,0.0,0.0,0.0,0.008849045026314848,{1: 250},{1: 250},{1: 250},{1: 250},{},{},{},{},0.07373526973462213,0.03274679478698034,0.10484884597300469,0.10485950027467734,
1760,0,crash,1,0,1,-98.46142303457489,1574,,,0.4146916390559336,0.1,0.007281942758709192,4.012820243835449,-64.70491790771484,255.97161865234375,0.0,12.965911268249226,529,-3.147999999999875,-28.279334302823887,-80.0,0.0,-0.06255490662933602,{1: 157},{1: 157},"{1: 138, 0: 19}",{1: 157},{},{},{},{},0.13755475362631692,0.04036473135818979,0.19261090724896782,0.17104518312346778,
1770,0,max_steps,1,0,0,4.347490088681852,2500,,,0.41262283992665844,0.1,0.007246680557727814,4.043173313140869,-64.79214477539062,240.85694885253906,0.0,9.347490088681553,1036,-4.999999999999671,0.0,0.0,0.0,0.0017389960354727407,{1: 250},{1: 250},{1: 250},{1: 250},{1: 76},{1: 76},{1: 76},{1: 76},0.06415162372798093,0.027395521558327897,0.07764204227782381,0.07219991746301051,0.0833560544129954
1780,0,crash,1,0,1,-85.6861589707999,997,,,0.4105643615500444,0.1,0.006124946288764477,3.987149953842163,-66.2633285522461,255.86737060546875,0.0,6.839222030994505,431,-1.9940000000000015,-10.531381001794504,-80.0,0.0,-0.08594399094363078,{1: 99},{1: 99},"{1: 81, 0: 18}",{1: 99},{},{},{},{},0.1566487356606389,0.03255106773942404,0.19526009922500803,0.1775006272783144,
1790,0,max_steps,1,0,0,-90.28695782483646,2500,,,0.4085161524382818,0.1,0.004733074456453323,3.9327025413513184,-65.3211898803711,227.6108856201172,0.0,19.481083495012157,949,-4.999999999999671,-104.76804131984836,0.0,0.0,-0.03611478312993459,{1: 250},{1: 250},"{1: 215, 0: 15, 2: 20}",{1: 250},{},{},{},{},0.1450080471454017,0.051472975234055626,0.18931228428272953,0.15590635351437132,
1800,0,max_steps,1,0,0,16.514189471605537,2500,,,0.406478161360422,0.1,0.0046143499203026295,3.930612802505493,-65.54428100585938,240.9750518798828,0.0,21.514189471605317,1109,-4.999999999999671,0.0,0.0,0.0,0.006605675788642215,{1: 250},{1: 250},"{1: 241, 2: 9}",{1: 250},{1: 8},{1: 8},{1: 8},{1: 8},0.09331914877817259,0.05426807093132226,0.12639222300050826,0.13492979390768606,0.05219787043895571
1810,0,max_steps,1,0,0,-3.6705480843464042,2500,,,0.40445033734109476,0.1,0.0030827366281300783,3.887544631958008,-65.54428100585938,219.37603759765625,0.0,12.047982141248358,1497,-4.999999999999671,-10.718530225594748,0.0,0.0,-0.0014682192337385617,{1: 250},{1: 250},{1: 250},{1: 250},{},{},{},{},0.05796500346537505,0.03823036899668539,0.07608165133012164,0.08899243986563884,
1820,0,max_steps,1,0,0,1.911108648129307,2500,,,0.4024326296592347,0.1,0.0027979137375950813,3.9063949584960938,-65.54428100585938,247.53883361816406,0.0,6.911108648129287,902,-4.999999999999671,0.0,0.0,0.0,0.0007644434592517228,{1: 250},{1: 250},{1: 250},{1: 250},{1: 13},{1: 13},{1: 13},{1: 13},0.04010184489220438,0.02567184883172888,0.049883271197097505,0.04591634509782225,0.05304936684570842
1830,0,crash,1,0,1,-82.02930020411546,1689,,,0.4004249878468118,0.1,0.0018611641135066748,3.859631299972534,-65.54428100585938,220.1802520751953,0.0,11.807442462994349,718,-3.3779999999998496,-10.458742667109783,-80.0,0.0,-0.04856678520077884,{1: 168},{1: 168},"{1: 134, 0: 34}",{1: 168},{},{},{},{},0.19598890830303445,0.03455144419712368,0.25653765793650535,0.22078070405964717,
1840,0,max_steps,1,1,0,511.5569273177707,2500,429.0,429.0,0.39842736168756887,0.1,0.004685223568230867,3.9276697635650635,-64.83152770996094,250.29342651367188,500.0,16.55492731775693,1133,-4.997999999999672,0.0,0.0,0.0,0.2046227709271083,{1: 250},{1: 250},"{1: 240, 0: 10}",{1: 250},{1: 6},{1: 6},"{0: 4, 1: 2}",{1: 6},0.10200829772772198,0.03881996193422954,0.10551748115685865,0.09562975775856829,0.1188035682609422
1850,0,max_steps,1,0,0,10.80430136576346,2500,,,0.396439701215766,0.1,0.005785640329122543,3.884570360183716,-64.662353515625,221.67105102539062,0.0,15.80430136576354,1552,-4.999999999999671,0.0,0.0,0.0,0.004321720546305384,{1: 250},{1: 250},{1: 250},{1: 250},{},{},{},{},0.051686843649306285,0.025802592346631313,0.06490254990753995,0.06662988373602172,
1860,0,max_steps,1,0,0,-23.69899050625851,2500,,,0.3944619567149307,0.1,0.0038267914205789566,3.818913698196411,-65.84080505371094,210.57232666015625,0.0,16.167575200593106,1348,-4.999999999999671,-34.86656570685172,0.0,0.0,-0.009479596202503405,{1: 250},{1: 250},{1: 250},{1: 250},{},{},{},{},0.05758578797195148,0.04487427141033974,0.07393570076910831,0.0924257030725283,
1870,0,max_steps,1,0,0,-7.655298704897646,2500,,,0.3924940787166141,0.1,0.0030099740251898766,3.7658565044403076,-65.84080505371094,202.82540893554688,0.0,27.934108963487706,1536,-4.999999999999671,-30.58940766838624,0.0,0.0,-0.0030621194819590585,{1: 250},{1: 250},"{1: 239, 0: 11}",{1: 250},{1: 94},{1: 94},{1: 94},{1: 94},0.11278698609440617,0.04843644955360269,0.1361349202374517,0.09991118868942608,0.05584693657707179
1880,0,max_steps,1,1,0,541.4765405126974,2500,535.0,535.0,0.39053601799915405,0.1,0.005197154823690653,3.8512613773345947,-65.84080505371094,232.89199829101562,500.0,46.47454051265264,1535,-4.997999999999672,0.0,0.0,0.0,0.21659061620507897,{1: 250},{1: 250},"{1: 239, 2: 11}",{1: 250},{1: 7},{1: 7},{1: 7},{1: 7},0.12187730027978537,0.05609739421866911,0.152142066749606,0.1244416259427638,0.0890083550164815
1890,0,max_steps,1,0,0,9.264938562895919,2500,,,0.3885877255864434,0.1,0.00469562504440546,3.734999179840088,-66.49900817871094,196.0941925048828,0.0,14.55948835447243,957,-4.999999999999671,-0.2945497915756701,0.0,0.0,0.0037059754251583675,{1: 250},{1: 250},"{1: 248, 0: 2}",{1: 250},{1: 96},{1: 96},{1: 96},{1: 96},0.09960463339624656,0.05909204862277531,0.1260913644492004,0.1198254705012838,0.07319958687515907
